id_leggo,id_principal,casa,id_autor.x,id_autor.y,peso_arestas,num_coautorias,nome.x,partido.x,uf.x,casa_autor.x,bancada.x,nome.y,partido.y,uf.y,casa_autor.y,bancada.y
1c436011f2efcfba77dfc05833cdf834,143287,senado,1186,1186,2,2,Sen. Luis Carlos Heinze,PP,RS,senado,governo,Sen. Luis Carlos Heinze,PP,RS,senado,governo
2d8e49e60313f657cf1870f22524cb41,136417,senado,5953,5953,1,1,Sen. Fabiano Contarato,REDE,ES,senado,oposição,Sen. Fabiano Contarato,REDE,ES,senado,oposição
2e72f673bfc8523a45e924e7ac034903,141227,senado,3806,3806,1,1,Sen. Zequinha Marinho,PSC,PA,senado,governo,Sen. Zequinha Marinho,PSC,PA,senado,governo
40b6e1bf9af39379d5677d7f3486c063,140619,senado,374,5008,0.14285714285714285,1,Sen. Paulo Rocha,PT,PA,senado,oposição,Sen. Humberto Costa,PT,PE,senado,oposição
40b6e1bf9af39379d5677d7f3486c063,140619,senado,374,5352,0.14285714285714285,1,Sen. Paulo Rocha,PT,PA,senado,oposição,Sen. Rogério Carvalho,PT,SE,senado,oposição
40b6e1bf9af39379d5677d7f3486c063,140619,senado,374,5627,0.14285714285714285,1,Sen. Paulo Rocha,PT,PA,senado,oposição,Sen. Jean Paul Prates,PT,RN,senado,oposição
40b6e1bf9af39379d5677d7f3486c063,140619,senado,374,5783,0.14285714285714285,1,Sen. Paulo Rocha,PT,PA,senado,oposição,Sen. Zenaide Maia,PROS,RN,senado,governo
40b6e1bf9af39379d5677d7f3486c063,140619,senado,374,581,0.14285714285714285,1,Sen. Paulo Rocha,PT,PA,senado,oposição,Sen. Jaques Wagner,PT,BA,senado,oposição
40b6e1bf9af39379d5677d7f3486c063,140619,senado,374,825,0.14285714285714285,1,Sen. Paulo Rocha,PT,PA,senado,oposição,Sen. Paulo Paim,PT,RS,senado,oposição
40b6e1bf9af39379d5677d7f3486c063,140619,senado,5008,5352,0.14285714285714285,1,Sen. Humberto Costa,PT,PE,senado,oposição,Sen. Rogério Carvalho,PT,SE,senado,oposição
