id_leggo,id_camara,id_senado,id_autor_parlametria,id_autor
1dbe81661ce54b39de6507dabaa33349,2192263,None,1204472,204472
1a1991f77234dbae849873b31df0919d,2206105,None,1141470,141470
afb2c0b14ca5f287a443e576c1ae25a8,2194820,None,1204538,204538
967b8a10cd3d6916f3c4c1e79c169c30,2218177,None,1141470,141470
ea2f2a742e6a30b9ef3476eb883cee96,2231711,None,1204495,204495
20aaae99e85511347544d52ca26928d6,2200572,None,1160511,160511
ec5b4e053246060881812586d25755ad,2205527,None,1141508,141508
6a38b246ad96596e6a94a33eba950454,2197956,None,1204503,204503
6a38b246ad96596e6a94a33eba950454,2197956,None,173433,73433
6a38b246ad96596e6a94a33eba950454,2197956,None,1159237,159237
6a38b246ad96596e6a94a33eba950454,2197956,None,173701,73701
6a38b246ad96596e6a94a33eba950454,2197956,None,1141335,141335
6a38b246ad96596e6a94a33eba950454,2197956,None,1160538,160538
6a38b246ad96596e6a94a33eba950454,2197956,None,1204426,204426
6a38b246ad96596e6a94a33eba950454,2197956,None,1141398,141398
6a38b246ad96596e6a94a33eba950454,2197956,None,1204370,204370
6a38b246ad96596e6a94a33eba950454,2197956,None,1132504,132504
6a38b246ad96596e6a94a33eba950454,2197956,None,1160575,160575
6a38b246ad96596e6a94a33eba950454,2197956,None,1204393,204393
6a38b246ad96596e6a94a33eba950454,2197956,None,1107283,107283
6a38b246ad96596e6a94a33eba950454,2197956,None,1178873,178873
6a38b246ad96596e6a94a33eba950454,2197956,None,173482,73482
6a38b246ad96596e6a94a33eba950454,2197956,None,1178970,178970
6a38b246ad96596e6a94a33eba950454,2197956,None,1178857,178857
6a38b246ad96596e6a94a33eba950454,2197956,None,1141464,141464
6a38b246ad96596e6a94a33eba950454,2197956,None,1141470,141470
6a38b246ad96596e6a94a33eba950454,2197956,None,1204555,204555
6a38b246ad96596e6a94a33eba950454,2197956,None,1209189,209189
6a38b246ad96596e6a94a33eba950454,2197956,None,174156,74156
6a38b246ad96596e6a94a33eba950454,2197956,None,1178866,178866
6a38b246ad96596e6a94a33eba950454,2197956,None,1160535,160535
6a38b246ad96596e6a94a33eba950454,2197956,None,1171619,171619
6a38b246ad96596e6a94a33eba950454,2197956,None,174398,74398
6a38b246ad96596e6a94a33eba950454,2197956,None,1204428,204428
6a38b246ad96596e6a94a33eba950454,2197956,None,1188097,188097
6a38b246ad96596e6a94a33eba950454,2197956,None,1204453,204453
6a38b246ad96596e6a94a33eba950454,2197956,None,174571,74571
6a38b246ad96596e6a94a33eba950454,2197956,None,1178986,178986
6a38b246ad96596e6a94a33eba950454,2197956,None,174159,74159
6a38b246ad96596e6a94a33eba950454,2197956,None,1160556,160556
6a38b246ad96596e6a94a33eba950454,2197956,None,174160,74160
6a38b246ad96596e6a94a33eba950454,2197956,None,1171617,171617
6a38b246ad96596e6a94a33eba950454,2197956,None,1204492,204492
6a38b246ad96596e6a94a33eba950454,2197956,None,174400,74400
6a38b246ad96596e6a94a33eba950454,2197956,None,1141488,141488
6a38b246ad96596e6a94a33eba950454,2197956,None,1160604,160604
6a38b246ad96596e6a94a33eba950454,2197956,None,1204467,204467
6a38b246ad96596e6a94a33eba950454,2197956,None,174161,74161
